Price,Close,High,Low,Open,Volume
Ticker,VTV,VTV,VTV,VTV,VTV
Date,,,,,
2023-06-12,133.4668426513672,133.59058634761016,132.8386255343139,133.07658524314547,1498500
2023-06-13,134.41867065429688,134.74229234649022,133.58104789906068,133.71430474431128,2719500
2023-06-14,133.9332275390625,134.761322546016,133.29548284011258,134.5519168737441,1823000
2023-06-15,135.56088256835938,135.8845042803874,133.89516463868202,133.89516463868202,2612300
2023-06-16,135.52281188964844,136.34139383194844,135.40858135832022,136.11294729319937,2820700
2023-06-20,134.38059997558594,134.98026309027608,134.0569782568898,134.86604707753816,2222800
2023-06-21,134.37107849121094,134.90410588284294,133.5239425601014,133.98082110665638,2702000
2023-06-22,133.8951873779297,134.37110686723372,133.56205244976297,134.20929598373957,3023200
2023-06-23,132.9284210205078,133.6661564950504,132.6793026247604,133.34040202943748,1449400
2023-06-26,133.44580078125,133.7428130788472,132.6218241074522,132.90926055080024,1487700
2023-06-27,134.2889404296875,134.43265133796035,133.18710319430608,133.4266311211771,1721200
2023-06-28,133.9823455810547,134.20272181292466,133.38832096560157,134.20272181292466,1916200
2023-06-29,134.99795532226562,135.00754579743358,133.6661804207025,133.96320737800045,1375700
2023-06-30,136.14768981933594,136.41595994823186,135.4961662065704,135.68778563869242,1560300
2023-07-03,136.67462158203125,136.79918077531877,135.6973582211748,135.98478002164808,1359600
2023-07-05,136.09017944335938,136.49259922265242,135.75484912011427,136.05186140799182,1961600
2023-07-06,134.7584228515625,135.17999439530806,134.04942945492343,134.9692086234353,1562400
2023-07-07,134.54762268066406,135.7165201560922,134.14521751005145,134.29851889493952,2510200
2023-07-10,135.34286499023438,135.7165280002305,134.51888827336782,134.61470529936707,1976500
2023-07-11,136.64590454101562,136.7608879019823,135.51533959883193,135.72612537104013,1700600
2023-07-12,136.99081420898438,137.5944292910311,136.7225440879914,137.4315520475443,2065800
2023-07-13,137.28781127929688,137.46027897772657,136.93331464866847,137.24949324610333,2070600
2023-07-14,136.84710693359375,137.60400880517753,136.60757898922066,137.60400880517753,1917700
2023-07-17,136.89498901367188,137.25906147747577,136.1859811721629,136.5021597520403,1968900
2023-07-18,137.87225341796875,138.4471262259255,136.9237322903497,137.1249275393986,2196900
2023-07-19,138.6483612060547,139.0603422513293,138.0064134523993,138.20762335751337,4047900
2023-07-20,139.8651580810547,140.02803533457512,138.77291120126247,138.92621259973794,2824000
2023-07-21,140.2963104248047,140.59333737719626,139.74061842005972,140.14302364054393,2192000
2023-07-24,141.01486206054688,141.2927226190035,140.3729290256488,140.40167120485145,2269000
